song_id, comment_id, reply_id
7000573,28002292,21001719
7000574,28002296,21001722
7000575,28002300,21001725
7000576,28002304,21001728
7000577,28002308,21001731
7000578,28002312,21001734
7000579,28002316,21001737
7000580,28002320,21001740
7000581,28002324,21001743
7000582,28002328,21001746
7000583,28002332,21001749
7000584,28002336,21001752
7000585,28002340,21001755
7000586,28002344,21001758
7000587,28002348,21001761
7000588,28002352,21001764
7000589,28002356,21001767
7000590,28002360,21001770
7000591,28002364,21001773
7000592,28002368,21001776
7000593,28002372,21001779
7000594,28002376,21001782
7000595,28002380,21001785
7000596,28002384,21001788
7000597,28002388,21001791
7000598,28002392,21001794
7000599,28002396,21001797
7000600,28002400,21001800
7000601,28002404,21001803
7000602,28002408,21001806
7000603,28002412,21001809
7000604,28002416,21001812
7000605,28002420,21001815
7000606,28002424,21001818
7000607,28002428,21001821
7000608,28002432,21001824
7000609,28002436,21001827
7000610,28002440,21001830
7000611,28002444,21001833
7000612,28002448,21001836
7000613,28002452,21001839
7000614,28002456,21001842
7000615,28002460,21001845
7000616,28002464,21001848
7000617,28002468,21001851
7000618,28002472,21001854
7000619,28002476,21001857
7000620,28002480,21001860
7000621,28002484,21001863
7000622,28002488,21001866
7000623,28002492,21001869
7000624,28002496,21001872
7000625,28002500,21001875
7000626,28002504,21001878
7000627,28002508,21001881
7000628,28002512,21001884
7000629,28002516,21001887
7000630,28002520,21001890
7000631,28002524,21001893
7000632,28002528,21001896
7000633,28002532,21001899
7000634,28002536,21001902
7000635,28002540,21001905
7000636,28002544,21001908
7000637,28002548,21001911
7000638,28002552,21001914
7000639,28002556,21001917
7000640,28002560,21001920
7000641,28002564,21001923
7000642,28002568,21001926
7000643,28002572,21001929
7000644,28002576,21001932
7000645,28002580,21001935
7000646,28002584,21001938
7000647,28002588,21001941
7000648,28002592,21001944
7000649,28002596,21001947
7000650,28002600,21001950
7000651,28002604,21001953
7000652,28002608,21001956
7000653,28002612,21001959
7000654,28002616,21001962
7000655,28002620,21001965
7000656,28002624,21001968
7000657,28002628,21001971
7000658,28002632,21001974
7000659,28002636,21001977
7000660,28002640,21001980
7000661,28002644,21001983
7000662,28002648,21001986
7000663,28002652,21001989
7000664,28002656,21001992
7000665,28002660,21001995
7000666,28002664,21001998
7000667,28002668,21002001
7000668,28002672,21002004
7000669,28002676,21002007
7000670,28002680,21002010
7000671,28002684,21002013
7000672,28002688,21002016
7000673,28002692,21002019
7000674,28002696,21002022
7000675,28002700,21002025
7000676,28002704,21002028
7000677,28002708,21002031
7000678,28002712,21002034
7000679,28002716,21002037
7000680,28002720,21002040
7000681,28002724,21002043
7000682,28002728,21002046
7000683,28002732,21002049
7000684,28002736,21002052
7000685,28002740,21002055
7000686,28002744,21002058
7000687,28002748,21002061
7000688,28002752,21002064
7000689,28002756,21002067
7000690,28002760,21002070
7000691,28002764,21002073
7000692,28002768,21002076
7000693,28002772,21002079
7000694,28002776,21002082
7000695,28002780,21002085
7000696,28002784,21002088
7000697,28002788,21002091
7000698,28002792,21002094
7000699,28002796,21002097
7000700,28002800,21002100
7000701,28002804,21002103
7000702,28002808,21002106
7000703,28002812,21002109
7000704,28002816,21002112
7000705,28002820,21002115
7000706,28002824,21002118
7000707,28002828,21002121
7000708,28002832,21002124
7000709,28002836,21002127
7000710,28002840,21002130
7000711,28002844,21002133
7000712,28002848,21002136
7000713,28002852,21002139
7000714,28002856,21002142
7000715,28002860,21002145
7000716,28002864,21002148
7000717,28002868,21002151
7000718,28002872,21002154
7000719,28002876,21002157
7000720,28002880,21002160
7000721,28002884,21002163
7000722,28002888,21002166
7000723,28002892,21002169
7000724,28002896,21002172
7000725,28002900,21002175
7000726,28002904,21002178
7000727,28002908,21002181
7000728,28002912,21002184
7000729,28002916,21002187
7000730,28002920,21002190
7000731,28002924,21002193
7000732,28002928,21002196
7000733,28002932,21002199
7000734,28002936,21002202
7000735,28002940,21002205
7000736,28002944,21002208
7000737,28002948,21002211
7000738,28002952,21002214
7000739,28002956,21002217
7000740,28002960,21002220
7000741,28002964,21002223
7000742,28002968,21002226
7000743,28002972,21002229
7000744,28002976,21002232
7000745,28002980,21002235
7000746,28002984,21002238
7000747,28002988,21002241
7000748,28002992,21002244
7000749,28002996,21002247
7000750,28003000,21002250
7000751,28003004,21002253
7000752,28003008,21002256
7000753,28003012,21002259
7000754,28003016,21002262
7000755,28003020,21002265
7000756,28003024,21002268
7000757,28003028,21002271
7000758,28003032,21002274
7000759,28003036,21002277
7000760,28003040,21002280
7000761,28003044,21002283
7000762,28003048,21002286
7000763,28003052,21002289
7000764,28003056,21002292
7000765,28003060,21002295
7000766,28003064,21002298
7000767,28003068,21002301
7000768,28003072,21002304
7000769,28003076,21002307
7000770,28003080,21002310
7000771,28003084,21002313
7000772,28003088,21002316
7000773,28003092,21002319
7000774,28003096,21002322
7000775,28003100,21002325
7000776,28003104,21002328
7000777,28003108,21002331
7000778,28003112,21002334
7000779,28003116,21002337
7000780,28003120,21002340
7000781,28003124,21002343
7000782,28003128,21002346
7000783,28003132,21002349
7000784,28003136,21002352
7000785,28003140,21002355
7000786,28003144,21002358
7000787,28003148,21002361
7000788,28003152,21002364
7000789,28003156,21002367
7000790,28003160,21002370
7000791,28003164,21002373
7000792,28003168,21002376
7000793,28003172,21002379
7000794,28003176,21002382
7000795,28003180,21002385
7000796,28003184,21002388
7000797,28003188,21002391
7000798,28003192,21002394
7000799,28003196,21002397
7000800,28003200,21002400
7000801,28003204,21002403
7000802,28003208,21002406
7000803,28003212,21002409
7000804,28003216,21002412
7000805,28003220,21002415
7000806,28003224,21002418
7000807,28003228,21002421
7000808,28003232,21002424
7000809,28003236,21002427
7000810,28003240,21002430
7000811,28003244,21002433
7000812,28003248,21002436
7000813,28003252,21002439
7000814,28003256,21002442
7000815,28003260,21002445
7000816,28003264,21002448
7000817,28003268,21002451
7000818,28003272,21002454
7000819,28003276,21002457
7000820,28003280,21002460
7000821,28003284,21002463
7000822,28003288,21002466
7000823,28003292,21002469
7000824,28003296,21002472
7000825,28003300,21002475
7000826,28003304,21002478
7000827,28003308,21002481
7000828,28003312,21002484
7000829,28003316,21002487
7000830,28003320,21002490
7000831,28003324,21002493
7000832,28003328,21002496
7000833,28003332,21002499
7000834,28003336,21002502
7000835,28003340,21002505
7000836,28003344,21002508
7000837,28003348,21002511
7000838,28003352,21002514
7000839,28003356,21002517
7000840,28003360,21002520
7000841,28003364,21002523
7000842,28003368,21002526
7000843,28003372,21002529
7000844,28003376,21002532
7000845,28003380,21002535
7000846,28003384,21002538
7000847,28003388,21002541
7000848,28003392,21002544
7000849,28003396,21002547
7000850,28003400,21002550
7000851,28003404,21002553
7000852,28003408,21002556
7000853,28003412,21002559
7000854,28003416,21002562
7000855,28003420,21002565
7000856,28003424,21002568
7000857,28003428,21002571
7000858,28003432,21002574
7000859,28003436,21002577
7000860,28003440,21002580
7000861,28003444,21002583
7000862,28003448,21002586
7000863,28003452,21002589
7000864,28003456,21002592
7000865,28003460,21002595
7000866,28003464,21002598
7000867,28003468,21002601
7000868,28003472,21002604
7000869,28003476,21002607
7000870,28003480,21002610
7000871,28003484,21002613
7000872,28003488,21002616
7000873,28003492,21002619
7000874,28003496,21002622
7000875,28003500,21002625
7000876,28003504,21002628
7000877,28003508,21002631
7000878,28003512,21002634
7000879,28003516,21002637
7000880,28003520,21002640
7000881,28003524,21002643
7000882,28003528,21002646
7000883,28003532,21002649
7000884,28003536,21002652
7000885,28003540,21002655
7000886,28003544,21002658
7000887,28003548,21002661
7000888,28003552,21002664
7000889,28003556,21002667
7000890,28003560,21002670
7000891,28003564,21002673
7000892,28003568,21002676
7000893,28003572,21002679
7000894,28003576,21002682
7000895,28003580,21002685
7000896,28003584,21002688
7000897,28003588,21002691
7000898,28003592,21002694
7000899,28003596,21002697
7000900,28003600,21002700
7000901,28003604,21002703
7000902,28003608,21002706
7000903,28003612,21002709
7000904,28003616,21002712
7000905,28003620,21002715
7000906,28003624,21002718
7000907,28003628,21002721
7000908,28003632,21002724
7000909,28003636,21002727
7000910,28003640,21002730
7000911,28003644,21002733
7000912,28003648,21002736
7000913,28003652,21002739
7000914,28003656,21002742
7000915,28003660,21002745
7000916,28003664,21002748
7000917,28003668,21002751
7000918,28003672,21002754
7000919,28003676,21002757
7000920,28003680,21002760
7000921,28003684,21002763
7000922,28003688,21002766
7000923,28003692,21002769
7000924,28003696,21002772
7000925,28003700,21002775
7000926,28003704,21002778
7000927,28003708,21002781
7000928,28003712,21002784
7000929,28003716,21002787
7000930,28003720,21002790
7000931,28003724,21002793
7000932,28003728,21002796
7000933,28003732,21002799
7000934,28003736,21002802
7000935,28003740,21002805
7000936,28003744,21002808
7000937,28003748,21002811
7000938,28003752,21002814
7000939,28003756,21002817
7000940,28003760,21002820
7000941,28003764,21002823
7000942,28003768,21002826
7000943,28003772,21002829
7000944,28003776,21002832
7000945,28003780,21002835
7000946,28003784,21002838
7000947,28003788,21002841
7000948,28003792,21002844
7000949,28003796,21002847
7000950,28003800,21002850
7000951,28003804,21002853
7000952,28003808,21002856
7000953,28003812,21002859
7000954,28003816,21002862
7000955,28003820,21002865
7000956,28003824,21002868
7000957,28003828,21002871
7000958,28003832,21002874
7000959,28003836,21002877
7000960,28003840,21002880
7000961,28003844,21002883
7000962,28003848,21002886
7000963,28003852,21002889
7000964,28003856,21002892
7000965,28003860,21002895
7000966,28003864,21002898
7000967,28003868,21002901
7000968,28003872,21002904
7000969,28003876,21002907
7000970,28003880,21002910
7000971,28003884,21002913
7000972,28003888,21002916
7000973,28003892,21002919
7000974,28003896,21002922
7000975,28003900,21002925
7000976,28003904,21002928
7000977,28003908,21002931
7000978,28003912,21002934
7000979,28003916,21002937
7000980,28003920,21002940
7000981,28003924,21002943
7000982,28003928,21002946
7000983,28003932,21002949
7000984,28003936,21002952
7000985,28003940,21002955
7000986,28003944,21002958
7000987,28003948,21002961
7000988,28003952,21002964
7000989,28003956,21002967
7000990,28003960,21002970
7000991,28003964,21002973
7000992,28003968,21002976
7000993,28003972,21002979
7000994,28003976,21002982
7000995,28003980,21002985
7000996,28003984,21002988
7000997,28003988,21002991
7000998,28003992,21002994
7000999,28003996,21002997
7001000,28004000,21003000
7001001,28004004,21003003
7001002,28004008,21003006
7001003,28004012,21003009
7001004,28004016,21003012
7001005,28004020,21003015
7001006,28004024,21003018
7001007,28004028,21003021
7001008,28004032,21003024
7001009,28004036,21003027
7001010,28004040,21003030
7001011,28004044,21003033
7001012,28004048,21003036
7001013,28004052,21003039
7001014,28004056,21003042
7001015,28004060,21003045
7001016,28004064,21003048
7001017,28004068,21003051
7001018,28004072,21003054
7001019,28004076,21003057
7001020,28004080,21003060
7001021,28004084,21003063
7001022,28004088,21003066
7001023,28004092,21003069
7001024,28004096,21003072
7001025,28004100,21003075
7001026,28004104,21003078
7001027,28004108,21003081
7001028,28004112,21003084
7001029,28004116,21003087
7001030,28004120,21003090
7001031,28004124,21003093
7001032,28004128,21003096
7001033,28004132,21003099
7001034,28004136,21003102
7001035,28004140,21003105
7001036,28004144,21003108
7001037,28004148,21003111
7001038,28004152,21003114
7001039,28004156,21003117
7001040,28004160,21003120
7001041,28004164,21003123
7001042,28004168,21003126
7001043,28004172,21003129
7001044,28004176,21003132
7001045,28004180,21003135
7001046,28004184,21003138
7001047,28004188,21003141
7001048,28004192,21003144
7001049,28004196,21003147
7001050,28004200,21003150
7001051,28004204,21003153
7001052,28004208,21003156
7001053,28004212,21003159
7001054,28004216,21003162
7001055,28004220,21003165
7001056,28004224,21003168
7001057,28004228,21003171
7001058,28004232,21003174
7001059,28004236,21003177
7001060,28004240,21003180
7001061,28004244,21003183
7001062,28004248,21003186
7001063,28004252,21003189
7001064,28004256,21003192
7001065,28004260,21003195
7001066,28004264,21003198
7001067,28004268,21003201
7001068,28004272,21003204
7001069,28004276,21003207
7001070,28004280,21003210
7001071,28004284,21003213
7001072,28004288,21003216
7001073,28004292,21003219
7001074,28004296,21003222
7001075,28004300,21003225
7001076,28004304,21003228
7001077,28004308,21003231
7001078,28004312,21003234
7001079,28004316,21003237
7001080,28004320,21003240
7001081,28004324,21003243
7001082,28004328,21003246
7001083,28004332,21003249
7001084,28004336,21003252
7001085,28004340,21003255
7001086,28004344,21003258
7001087,28004348,21003261
7001088,28004352,21003264
7001089,28004356,21003267
7001090,28004360,21003270
7001091,28004364,21003273
7001092,28004368,21003276
7001093,28004372,21003279
7001094,28004376,21003282
7001095,28004380,21003285
7001096,28004384,21003288
7001097,28004388,21003291
7001098,28004392,21003294
7001099,28004396,21003297
7001100,28004400,21003300
7001101,28004404,21003303
7001102,28004408,21003306
7001103,28004412,21003309
7001104,28004416,21003312
7001105,28004420,21003315
7001106,28004424,21003318
7001107,28004428,21003321
7001108,28004432,21003324
7001109,28004436,21003327
7001110,28004440,21003330
7001111,28004444,21003333
7001112,28004448,21003336
7001113,28004452,21003339
7001114,28004456,21003342
7001115,28004460,21003345
7001116,28004464,21003348
7001117,28004468,21003351
7001118,28004472,21003354
7001119,28004476,21003357
7001120,28004480,21003360
7001121,28004484,21003363
7001122,28004488,21003366
7001123,28004492,21003369
7001124,28004496,21003372
7001125,28004500,21003375
7001126,28004504,21003378
7001127,28004508,21003381
7001128,28004512,21003384
7001129,28004516,21003387
7001130,28004520,21003390
7001131,28004524,21003393
7001132,28004528,21003396
7001133,28004532,21003399
7001134,28004536,21003402
7001135,28004540,21003405
7001136,28004544,21003408
7001137,28004548,21003411
7001138,28004552,21003414
7001139,28004556,21003417
7001140,28004560,21003420
7001141,28004564,21003423
7001142,28004568,21003426
7001143,28004572,21003429
7001144,28004576,21003432
7001145,28004580,21003435
7001146,28004584,21003438
7001147,28004588,21003441
7001148,28004592,21003444
7001149,28004596,21003447
7001150,28004600,21003450
7001151,28004604,21003453
7001152,28004608,21003456
7001153,28004612,21003459
7001154,28004616,21003462
7001155,28004620,21003465
7001156,28004624,21003468
7001157,28004628,21003471
7001158,28004632,21003474
7001159,28004636,21003477
7001160,28004640,21003480
7001161,28004644,21003483
7001162,28004648,21003486
7001163,28004652,21003489
